Campaign_ID,Platform,Campaign_Name,Ad_Spend,Impressions,Clicks,Leads,Purchases,Revenue
CMP-1598,TikTok Ads,Product Launch - Q1,254.47,21008,964,157,46,3427.6
CMP-1599,TikTok Ads,Brand Awareness - Q1,1814.79,174729,3768,476,56,5441.67
CMP-1600,TikTok Ads,Lead Gen - Q2,640.52,98374,4247,811,191,31514.07
CMP-1601,Email Promo,Retargeting - Q2,779.1,142779,6236,680,105,18416.13
CMP-1602,Meta (Facebook/IG),Product Launch - Q3,2757.21,286372,12390,1682,203,23692.3
CMP-1603,TikTok Ads,Product Launch - Q4,3259.84,598780,12051,805,119,6067.73
CMP-1604,LinkedIn Ads,Retargeting - Q4,4909.94,627153,10940,699,79,6001.54
CMP-1605,Google Ads,Lead Gen - Q2,687.24,70912,2603,327,40,6698.62
CMP-1606,Email Promo,Product Launch - Q2,3192.49,329005,5578,967,223,27505.8
CMP-1607,Meta (Facebook/IG),Brand Awareness - Q3,678.57,52211,1329,131,36,4533.42
CMP-1608,Meta (Facebook/IG),Product Launch - Q2,3014.77,412443,6382,1015,302,30242.69
CMP-1609,Meta (Facebook/IG),Holiday Sale - Q3,3078.84,350354,4574,467,119,9938.67
CMP-1610,Google Ads,Holiday Sale - Q1,410.24,43690,1978,132,15,1619.55
CMP-1611,Meta (Facebook/IG),Retargeting - Q2,826.66,64054,2201,186,19,3521.41
CMP-1612,TikTok Ads,Product Launch - Q3,1269.1,156319,5450,465,132,16904.53
CMP-1613,Google Ads,Retargeting - Q1,4646.66,603540,13063,2442,645,67603.73
CMP-1614,LinkedIn Ads,Lead Gen - Q4,2025.05,310630,14098,1091,217,20115.79
CMP-1615,Email Promo,Lead Gen - Q3,3748.68,550323,23599,3190,679,54670.36
CMP-1616,Google Ads,Holiday Sale - Q3,4592.96,332878,6313,1126,323,53334.96
CMP-1617,Google Ads,Lead Gen - Q4,2308.43,128635,6110,382,83,9538.68
CMP-1618,Google Ads,Holiday Sale - Q2,2170.36,119597,3710,190,45,4686.64
CMP-1619,Email Promo,Lead Gen - Q4,3840.34,717843,29635,4052,960,62812.53
CMP-1620,Google Ads,Brand Awareness - Q1,3054.39,405890,13577,1530,458,66455.19
CMP-1621,Meta (Facebook/IG),Brand Awareness - Q3,134.1,15754,386,45,5,747.93
CMP-1622,TikTok Ads,Product Launch - Q1,1231.46,74104,2570,310,72,13220.33
CMP-1623,Google Ads,Brand Awareness - Q3,4368.99,823266,23619,1658,326,36855.73
CMP-1624,Meta (Facebook/IG),Lead Gen - Q1,4803.27,616172,16888,1972,214,24706.7
CMP-1625,Google Ads,Retargeting - Q1,2893.99,407338,12664,2465,254,48733.79
CMP-1626,Google Ads,Lead Gen - Q2,653.31,111699,1792,318,34,3357.75
CMP-1627,TikTok Ads,Lead Gen - Q4,3771.76,366472,8252,1126,195,37807.7
CMP-1628,LinkedIn Ads,Brand Awareness - Q1,3012.75,371158,9363,553,58,10673.17
CMP-1629,Meta (Facebook/IG),Brand Awareness - Q2,1325.49,148120,3809,444,94,11755.33
CMP-1630,TikTok Ads,Lead Gen - Q4,3017.34,300447,7096,474,117,13642.18
CMP-1631,Google Ads,Brand Awareness - Q3,3061.95,241368,11340,2186,422,71878.71
CMP-1632,Email Promo,Brand Awareness - Q3,2536.56,204710,9998,1490,370,67956.49
CMP-1633,Meta (Facebook/IG),Brand Awareness - Q4,2628.28,436422,8447,1494,359,25960.17
CMP-1634,Google Ads,Product Launch - Q4,1422.65,100214,3608,484,60,7069.39
CMP-1635,Email Promo,Brand Awareness - Q3,3968.76,642313,16140,2817,444,26587.85
CMP-1636,Meta (Facebook/IG),Product Launch - Q4,515.23,73317,2431,214,21,3950.4
CMP-1637,Meta (Facebook/IG),Product Launch - Q4,1335.17,174485,5326,904,173,31256.06
CMP-1638,Google Ads,Product Launch - Q2,663.26,117899,4604,744,96,11942
CMP-1639,Email Promo,Holiday Sale - Q2,1904.59,132460,5162,971,277,34712.73
CMP-1640,TikTok Ads,Product Launch - Q2,2222,175585,3594,641,159,12686.06
CMP-1641,Google Ads,Holiday Sale - Q1,677.8,61118,792,48,10,1696.05
CMP-1642,Meta (Facebook/IG),Retargeting - Q3,3064.01,398239,8755,1464,347,47343.49
CMP-1643,TikTok Ads,Retargeting - Q1,266.82,41388,1859,192,24,3836.21
CMP-1644,Meta (Facebook/IG),Holiday Sale - Q2,795.95,40335,698,60,16,2421.2
CMP-1645,Meta (Facebook/IG),Product Launch - Q2,2176.79,134108,5234,900,216,30158.58
CMP-1646,Google Ads,Brand Awareness - Q2,2073.84,156408,7500,1401,331,17687.97
CMP-1647,TikTok Ads,Retargeting - Q3,2580.56,328969,9682,1812,410,38678.26
CMP-1648,Email Promo,Holiday Sale - Q1,2893.42,233387,10677,569,133,25866.65
CMP-1649,Meta (Facebook/IG),Lead Gen - Q2,4033.89,764715,8656,1296,146,11202.34
CMP-1650,Email Promo,Holiday Sale - Q3,3701.44,270400,10620,1606,296,31131.41
CMP-1651,Email Promo,Brand Awareness - Q4,3528.66,462918,18408,1841,320,38629.06
CMP-1652,Google Ads,Product Launch - Q3,4917.65,568891,20049,3881,516,37963.96
CMP-1653,Meta (Facebook/IG),Holiday Sale - Q2,4245.55,683551,19435,1827,517,60864.03
CMP-1654,Meta (Facebook/IG),Product Launch - Q4,4693.93,884142,41729,4176,823,83298.97
CMP-1655,Meta (Facebook/IG),Retargeting - Q1,1508.99,92664,3009,155,42,7010.15
CMP-1656,TikTok Ads,Brand Awareness - Q3,2261.4,439500,21480,2382,390,43328.62
CMP-1657,Meta (Facebook/IG),Holiday Sale - Q2,1118.83,200634,6985,539,69,5869.71
CMP-1658,TikTok Ads,Lead Gen - Q4,1246.03,214206,9857,1425,283,27103.72
CMP-1659,Meta (Facebook/IG),Retargeting - Q4,4250.6,817361,16045,1295,281,51563.06
CMP-1660,Google Ads,Brand Awareness - Q4,898.4,65693,2224,424,91,5488.96
CMP-1661,Email Promo,Holiday Sale - Q3,1580.22,229865,5245,1019,251,33078.85
CMP-1662,TikTok Ads,Holiday Sale - Q4,3586.73,640232,8982,1511,333,63913.34
CMP-1663,Google Ads,Brand Awareness - Q3,3825.23,361218,10240,1316,324,43588.21
CMP-1664,TikTok Ads,Brand Awareness - Q2,395.4,69859,926,64,11,888.25
CMP-1665,TikTok Ads,Retargeting - Q1,2254.21,324820,5960,328,98,10927.91
CMP-1666,TikTok Ads,Brand Awareness - Q3,534.47,98246,3508,368,97,8836.93
CMP-1667,Google Ads,Product Launch - Q1,2920.59,460556,8812,1696,273,39956.75
CMP-1668,Google Ads,Brand Awareness - Q2,503.43,85783,3140,182,38,2443.12
CMP-1669,Meta (Facebook/IG),Lead Gen - Q2,3856.97,372737,7968,1191,163,28284.86
CMP-1670,Meta (Facebook/IG),Lead Gen - Q1,3459.83,419624,16976,1768,372,28879.8
CMP-1671,TikTok Ads,Lead Gen - Q4,4935.72,451606,7326,887,188,24105.89
CMP-1672,Google Ads,Brand Awareness - Q4,2996.89,183291,3976,730,168,22751.93
CMP-1673,Google Ads,Lead Gen - Q1,818.15,140827,7034,385,52,2747.87
CMP-1674,Meta (Facebook/IG),Retargeting - Q3,821.82,65775,3176,277,73,4272.85
CMP-1675,Google Ads,Holiday Sale - Q4,3786.08,469452,23086,3310,978,110896.72
CMP-1676,Meta (Facebook/IG),Lead Gen - Q2,3167.8,266043,5571,760,169,26283.27
CMP-1677,Meta (Facebook/IG),Holiday Sale - Q4,871.69,66315,1312,94,25,4811.29
CMP-1678,Google Ads,Lead Gen - Q4,3593.4,461545,14291,2705,475,66991.6
CMP-1679,Meta (Facebook/IG),Holiday Sale - Q1,2358.72,171637,6098,773,91,14484.78
CMP-1680,Meta (Facebook/IG),Lead Gen - Q3,1659.78,285904,13131,2295,239,13968.39
CMP-1681,Meta (Facebook/IG),Product Launch - Q2,1709.84,149909,7083,1040,304,26392.21
CMP-1682,Meta (Facebook/IG),Retargeting - Q4,1629.63,147941,2849,336,67,7457.92
CMP-1683,Email Promo,Brand Awareness - Q4,2356.96,279852,4265,508,71,4048.42
CMP-1684,Google Ads,Product Launch - Q3,448.56,88949,1167,100,17,1266.22
CMP-1685,Google Ads,Brand Awareness - Q3,4546.99,397666,6512,470,48,2665.81
CMP-1686,Google Ads,Lead Gen - Q1,3103.43,343604,7128,709,208,36325.6
CMP-1687,Google Ads,Retargeting - Q3,710.04,71594,3345,308,40,7548.32
CMP-1688,Google Ads,Retargeting - Q2,4109.71,770793,21321,1798,317,54851.51
CMP-1689,Meta (Facebook/IG),Lead Gen - Q3,4117.98,389899,18499,2735,640,61706.32
CMP-1690,TikTok Ads,Retargeting - Q3,4206.12,315972,9107,1616,313,30835.51
CMP-1691,Meta (Facebook/IG),Product Launch - Q1,4881.25,520073,7200,1005,238,18055.38
CMP-1692,Google Ads,Lead Gen - Q1,1745.08,135699,2375,386,99,17040.9
CMP-1693,LinkedIn Ads,Retargeting - Q4,1154.97,220173,10888,1541,376,57719.3
CMP-1694,LinkedIn Ads,Product Launch - Q3,1583.5,308466,8196,1539,354,32534.67
CMP-1695,Google Ads,Brand Awareness - Q4,2621,286305,5737,881,116,18749.46
CMP-1696,Google Ads,Lead Gen - Q3,2606.09,500843,6208,1170,136,26823.77
CMP-1697,Email Promo,Product Launch - Q1,2352.38,306755,11021,1263,130,16728.07
CMP-1698,Email Promo,Product Launch - Q2,3862.12,720166,31599,3022,336,25986.47
CMP-1699,Google Ads,Brand Awareness - Q2,2977.04,454141,17656,893,139,26494.74
CMP-1700,Google Ads,Product Launch - Q2,661.41,70912,1334,175,23,3810.01
CMP-1701,TikTok Ads,Holiday Sale - Q2,2875.85,532114,22697,3883,962,85333.2
CMP-1702,Meta (Facebook/IG),Product Launch - Q4,3388.88,482350,10356,867,195,36297.84
CMP-1703,TikTok Ads,Holiday Sale - Q2,3150.53,392890,15109,1975,276,22064.85
CMP-1704,TikTok Ads,Product Launch - Q1,2189.44,117333,1340,162,41,3889.7
CMP-1705,Email Promo,Brand Awareness - Q2,2983.93,511971,24110,2033,587,48323.69
CMP-1706,Meta (Facebook/IG),Brand Awareness - Q2,4119.17,712063,11364,1582,346,68389.77
CMP-1707,LinkedIn Ads,Holiday Sale - Q4,1168.06,119505,5258,728,110,17095.05
CMP-1708,Meta (Facebook/IG),Retargeting - Q4,1336.5,178829,6342,969,251,29322.97
CMP-1709,Google Ads,Retargeting - Q4,3986.94,246008,7786,466,104,11982.13
CMP-1710,LinkedIn Ads,Brand Awareness - Q2,3696.47,580362,24352,2566,615,117115.49
CMP-1711,Email Promo,Holiday Sale - Q2,3678.9,612644,11140,1911,445,30308.34
CMP-1712,Google Ads,Holiday Sale - Q4,891.28,166738,3361,304,53,5423.1
CMP-1713,Meta (Facebook/IG),Retargeting - Q1,4708.71,566327,18075,2678,678,130254.94
CMP-1714,Email Promo,Lead Gen - Q3,2430.75,218703,3275,514,86,9011.58
CMP-1715,Email Promo,Brand Awareness - Q2,4062.64,662168,27843,1834,473,60902.72
CMP-1716,Meta (Facebook/IG),Brand Awareness - Q4,904.54,79482,3189,355,46,4422.77
CMP-1717,Google Ads,Holiday Sale - Q1,3922.28,656871,27278,2905,448,46511.89
CMP-1718,Google Ads,Holiday Sale - Q1,3933.17,684919,17443,1217,202,25605.42
CMP-1719,Meta (Facebook/IG),Brand Awareness - Q4,4472.61,521281,21567,2854,841,119791.5
CMP-1720,LinkedIn Ads,Retargeting - Q4,1344.59,76443,2195,403,53,4330.02
CMP-1721,Google Ads,Holiday Sale - Q4,1054.51,189367,8452,1016,295,20834.35
CMP-1722,Google Ads,Retargeting - Q1,467.26,68870,1771,243,60,3143.2
CMP-1723,TikTok Ads,Brand Awareness - Q3,2739.98,442812,12687,937,194,18267.98
CMP-1724,Google Ads,Retargeting - Q2,2506.17,476266,11008,1496,388,61807.67
CMP-1725,Meta (Facebook/IG),Product Launch - Q4,1082.84,200345,7371,1265,342,32903.07
CMP-1726,Meta (Facebook/IG),Retargeting - Q3,4649.11,518627,19203,1316,360,23377.36
CMP-1727,Meta (Facebook/IG),Product Launch - Q2,2266.17,147438,5574,783,176,11153.33
CMP-1728,TikTok Ads,Lead Gen - Q3,988.55,120553,5413,570,82,14319.15
CMP-1729,LinkedIn Ads,Holiday Sale - Q4,2235.73,182188,6597,657,142,23285.73
CMP-1730,Google Ads,Holiday Sale - Q1,3321.17,611351,15513,2056,509,68276.18
CMP-1731,Google Ads,Product Launch - Q4,826.34,128578,4617,269,38,2208.11
CMP-1732,Meta (Facebook/IG),Brand Awareness - Q3,1210.45,213044,8005,749,104,16103.16
CMP-1733,Google Ads,Lead Gen - Q1,3425.88,614386,14500,980,167,27381.49
CMP-1734,Meta (Facebook/IG),Lead Gen - Q2,1654.54,140003,4678,437,54,5229.64
CMP-1735,TikTok Ads,Product Launch - Q2,4015.63,436854,10194,1119,168,14849.34
CMP-1736,Meta (Facebook/IG),Brand Awareness - Q3,2413.5,393730,19234,2265,333,17356.44
CMP-1737,Meta (Facebook/IG),Retargeting - Q4,3987.98,442648,14056,1661,386,53751.73
CMP-1738,Google Ads,Product Launch - Q4,1245.53,195739,4229,328,37,7233.01
CMP-1739,Google Ads,Holiday Sale - Q1,3777.64,234064,4134,684,88,4763.72
CMP-1740,Google Ads,Lead Gen - Q1,242.05,26075,1246,93,20,2275.42
CMP-1741,Meta (Facebook/IG),Holiday Sale - Q1,2737.64,357352,15252,2522,669,119741.48
CMP-1742,Email Promo,Product Launch - Q2,1419.6,218825,6590,980,120,18935.22
CMP-1743,Google Ads,Retargeting - Q1,4234.15,265354,4804,925,166,11361.51
CMP-1744,TikTok Ads,Holiday Sale - Q2,3367.25,442664,9283,823,89,12956.94
CMP-1745,TikTok Ads,Brand Awareness - Q3,2226.13,283991,7478,727,78,10069.55
CMP-1746,Email Promo,Holiday Sale - Q1,3165.66,376003,18181,913,241,21283.73
CMP-1747,TikTok Ads,Holiday Sale - Q4,3387.77,345155,12963,2420,603,67646.7
CMP-1748,Google Ads,Holiday Sale - Q3,4955.61,824671,30420,2798,492,77326.86
CMP-1749,TikTok Ads,Brand Awareness - Q1,4132.69,820696,38236,7363,1782,349642.45
CMP-1750,Google Ads,Brand Awareness - Q3,1945.47,367316,16423,2668,276,29307.51
CMP-1751,Google Ads,Brand Awareness - Q2,2972.75,476878,12840,1910,341,26638.8
CMP-1752,Email Promo,Lead Gen - Q3,2087.67,305003,10213,1571,164,15269.32
CMP-1753,Google Ads,Retargeting - Q2,1795.43,318452,14501,1952,397,69579.82
CMP-1754,TikTok Ads,Lead Gen - Q2,1042.77,112629,5368,780,124,20808.89
CMP-1755,Meta (Facebook/IG),Retargeting - Q3,4214.2,458481,16817,1704,228,16699.86
CMP-1756,Email Promo,Brand Awareness - Q1,1354.93,196394,5190,812,183,10933.64
CMP-1757,Google Ads,Product Launch - Q2,4596.88,840111,13996,2421,253,21716.89
CMP-1758,Meta (Facebook/IG),Lead Gen - Q4,2405.56,144321,1893,319,92,13029.44
CMP-1759,Google Ads,Product Launch - Q1,3956.02,261734,8805,686,174,10574.92
CMP-1760,TikTok Ads,Holiday Sale - Q1,2077.74,276129,8882,1080,240,37800.25
CMP-1761,TikTok Ads,Retargeting - Q1,1334.34,80303,2575,311,48,3042.73
CMP-1762,TikTok Ads,Product Launch - Q3,1658.36,298290,12840,2143,347,36834.71
CMP-1763,Google Ads,Holiday Sale - Q2,4613.06,653577,11609,2259,654,83583.49
CMP-1764,Meta (Facebook/IG),Lead Gen - Q3,3803.27,480759,9034,1780,522,51751.95
CMP-1765,Google Ads,Holiday Sale - Q2,1819.42,111455,3939,769,181,33458.35
CMP-1766,Google Ads,Holiday Sale - Q1,1914.42,204167,5677,1049,263,35458.87
CMP-1767,Email Promo,Brand Awareness - Q1,4863.98,250145,3164,617,136,11497.93
CMP-1768,Email Promo,Product Launch - Q1,1888.37,173936,4407,791,89,8133.1
CMP-1769,Email Promo,Lead Gen - Q4,1327.67,207356,2608,339,63,5951.95
CMP-1770,LinkedIn Ads,Brand Awareness - Q1,2572.61,176290,4276,551,127,18758
CMP-1771,TikTok Ads,Product Launch - Q1,983.67,148018,2137,253,56,5505.44
CMP-1772,Meta (Facebook/IG),Holiday Sale - Q1,3179.82,554691,22624,2800,775,97313.43
CMP-1773,Meta (Facebook/IG),Lead Gen - Q3,1949.62,286043,8137,624,147,27541.82
CMP-1774,TikTok Ads,Brand Awareness - Q3,400.68,67970,1231,107,30,5725.76
CMP-1775,Email Promo,Brand Awareness - Q3,196.3,30106,1446,90,24,3462.71
CMP-1776,Meta (Facebook/IG),Product Launch - Q1,766.87,81584,3321,250,68,6037.13
CMP-1777,Meta (Facebook/IG),Product Launch - Q3,196.59,25964,1090,144,22,2539.27
CMP-1778,Email Promo,Retargeting - Q3,2412.64,353289,11873,2140,329,61206.35
CMP-1779,Email Promo,Retargeting - Q3,1068.31,208908,5324,281,73,8564.53
CMP-1780,Meta (Facebook/IG),Holiday Sale - Q1,3956.19,308880,6237,1186,266,40351.82
CMP-1781,Google Ads,Holiday Sale - Q4,174.73,15513,176,25,3,421.33
CMP-1782,Google Ads,Product Launch - Q2,1978.11,161745,5511,919,146,18904.49
CMP-1783,LinkedIn Ads,Brand Awareness - Q3,1805.91,160942,1920,349,67,11561.83
CMP-1784,Meta (Facebook/IG),Lead Gen - Q3,687.42,36763,1211,188,42,4629.64
CMP-1785,Google Ads,Lead Gen - Q4,2644.61,484527,16019,1117,288,55547.28
CMP-1786,Meta (Facebook/IG),Brand Awareness - Q1,1586.94,244791,5094,966,181,15849.65
CMP-1787,Google Ads,Retargeting - Q3,4110.72,793671,22435,2294,519,89172.7
CMP-1788,TikTok Ads,Brand Awareness - Q4,3138.62,181581,6916,348,50,4924.19
CMP-1789,Google Ads,Lead Gen - Q3,2994.73,418828,15261,2489,250,29191.83
CMP-1790,Meta (Facebook/IG),Lead Gen - Q3,122.94,19963,385,48,12,971.83
CMP-1791,Email Promo,Retargeting - Q3,1479.43,249646,10907,1100,128,20887.38
CMP-1792,Meta (Facebook/IG),Lead Gen - Q3,2587.88,482222,9289,608,101,12521.19
CMP-1793,Google Ads,Lead Gen - Q3,2265.26,246606,11688,1985,235,46436.39
CMP-1794,Google Ads,Holiday Sale - Q1,1114.98,105380,4992,642,186,25140.19
CMP-1795,Google Ads,Retargeting - Q1,413.51,50210,799,126,35,5943.89
CMP-1796,Google Ads,Holiday Sale - Q3,2494.34,453131,17069,3082,363,36993.56
CMP-1797,Google Ads,Product Launch - Q3,731.37,141272,6379,470,61,3650.75
CMP-1798,Meta (Facebook/IG),Brand Awareness - Q1,606.37,117818,3288,296,71,11387.95
CMP-1799,Email Promo,Product Launch - Q3,4688.46,923786,17577,2128,275,34017.06
CMP-1800,TikTok Ads,Retargeting - Q2,1880.89,312486,12212,1127,311,41867
CMP-1801,Email Promo,Retargeting - Q2,3074.75,170152,7284,1234,355,22588.41
CMP-1802,Google Ads,Product Launch - Q1,1460.26,204463,5898,757,194,15283.88
CMP-1803,Google Ads,Product Launch - Q3,1764.19,310229,15148,1436,426,64086.59
CMP-1804,Google Ads,Lead Gen - Q3,1633.22,211825,7401,1045,112,6137.66
CMP-1805,Google Ads,Brand Awareness - Q4,4498.96,705314,28795,1507,409,36997.8
CMP-1806,Google Ads,Retargeting - Q4,1591.97,135836,2527,481,81,16082
CMP-1807,Meta (Facebook/IG),Retargeting - Q3,2464.77,372237,17599,1796,532,100966.43
CMP-1808,Google Ads,Product Launch - Q3,746.3,90666,3090,305,59,4322.33
CMP-1809,LinkedIn Ads,Brand Awareness - Q4,4487.64,832571,11408,2272,529,81017.12
CMP-1810,Meta (Facebook/IG),Holiday Sale - Q1,4687.75,522319,21983,2095,529,27180.91
CMP-1811,LinkedIn Ads,Lead Gen - Q3,989.34,94197,1856,336,73,9266.21
CMP-1812,Email Promo,Retargeting - Q4,2492.75,473540,10800,1455,287,32064.36
CMP-1813,Google Ads,Holiday Sale - Q2,3940.43,349652,7787,1333,186,9910.6
CMP-1814,LinkedIn Ads,Lead Gen - Q4,783.99,47031,1566,299,69,7483.32
CMP-1815,Google Ads,Holiday Sale - Q3,4624.55,611464,18556,2600,775,72459.71
CMP-1816,Google Ads,Retargeting - Q4,2697.92,445593,7545,693,186,15031.23
CMP-1817,Meta (Facebook/IG),Holiday Sale - Q3,4212.91,250274,7575,430,65,9068.93
CMP-1818,Meta (Facebook/IG),Holiday Sale - Q2,129.46,14719,431,79,22,2131.92
CMP-1819,Email Promo,Retargeting - Q4,3580.73,579545,26644,4219,677,55169.54
CMP-1820,Google Ads,Product Launch - Q2,700.1,96659,3426,383,43,2809.91
CMP-1821,Meta (Facebook/IG),Retargeting - Q4,2943.68,271361,5543,464,69,3772.65
CMP-1822,TikTok Ads,Retargeting - Q1,897.15,103580,2388,138,38,5766.68
CMP-1823,TikTok Ads,Product Launch - Q4,1012.36,87284,4082,305,36,3769.84
CMP-1824,Email Promo,Retargeting - Q4,2330.71,244990,12132,1021,137,12573.3
CMP-1825,Meta (Facebook/IG),Retargeting - Q3,1498.7,96533,2614,180,41,3042.66
CMP-1826,TikTok Ads,Brand Awareness - Q1,349.9,62232,1546,244,64,6171.23
CMP-1827,Google Ads,Brand Awareness - Q4,1608.37,227627,6278,879,213,19379.42
CMP-1828,Google Ads,Product Launch - Q3,594.07,40411,1430,174,26,2352.81
CMP-1829,Email Promo,Brand Awareness - Q1,4168.33,823563,27537,4938,1155,58449.2
CMP-1830,Google Ads,Product Launch - Q4,1278.76,231368,4924,775,91,11223.9
CMP-1831,Email Promo,Product Launch - Q4,1593.59,279992,11810,648,97,16021.57
CMP-1832,Meta (Facebook/IG),Holiday Sale - Q1,1065.94,154947,5573,701,147,12657.14
CMP-1833,Google Ads,Holiday Sale - Q4,3424.25,386572,13758,968,129,12524.78
CMP-1834,Google Ads,Lead Gen - Q2,4045.21,735757,28114,2161,226,32600.93
CMP-1835,LinkedIn Ads,Product Launch - Q4,2044.68,146973,4283,461,80,14200.28
CMP-1836,LinkedIn Ads,Brand Awareness - Q3,704.36,68849,1161,98,22,2427.12
CMP-1837,Meta (Facebook/IG),Holiday Sale - Q4,2048.12,347750,13812,2645,645,73325.65
CMP-1838,LinkedIn Ads,Lead Gen - Q4,4799.54,677662,8943,1354,331,35498.71
CMP-1839,Google Ads,Holiday Sale - Q3,1067.37,64495,2896,464,127,17853.52
CMP-1840,Meta (Facebook/IG),Product Launch - Q1,4813.46,620483,26337,2187,489,37371.38
CMP-1841,Google Ads,Brand Awareness - Q2,1872.48,261996,4397,721,178,11716.43
CMP-1842,TikTok Ads,Product Launch - Q2,4594.83,850010,30558,3762,833,85144.43
CMP-1843,Google Ads,Lead Gen - Q4,2017.7,314456,7029,1072,184,34954.51
CMP-1844,Meta (Facebook/IG),Retargeting - Q4,1779.12,168156,2572,333,38,7189.53
CMP-1845,TikTok Ads,Holiday Sale - Q3,3349.76,631159,11998,1360,376,33514.43
CMP-1846,Email Promo,Holiday Sale - Q3,4892.49,912805,11568,1776,479,84752.7
CMP-1847,Meta (Facebook/IG),Brand Awareness - Q2,2348.58,467037,18744,3728,675,79301.67
CMP-1848,Meta (Facebook/IG),Holiday Sale - Q2,3575.98,546106,8143,1110,149,20783.96
CMP-1849,Email Promo,Product Launch - Q4,3495.63,572552,12879,1635,173,31159.86
CMP-1850,TikTok Ads,Brand Awareness - Q3,3590.71,386630,13590,1599,277,19698.17
CMP-1851,TikTok Ads,Retargeting - Q1,4127.74,534277,21102,3149,321,29869.42
CMP-1852,LinkedIn Ads,Product Launch - Q3,1901.61,189356,6466,1152,141,23546.93
CMP-1853,Meta (Facebook/IG),Product Launch - Q2,3048.3,289119,8876,1735,176,34713.34
CMP-1854,Email Promo,Brand Awareness - Q3,3576.31,515474,5207,543,136,25723.34
CMP-1855,TikTok Ads,Retargeting - Q1,2676.04,159073,4374,424,68,8109.43
CMP-1856,Google Ads,Holiday Sale - Q1,2692.62,262132,5990,846,94,14288.18
CMP-1857,TikTok Ads,Product Launch - Q4,3318.92,189731,2507,197,29,5415.18
CMP-1858,Meta (Facebook/IG),Brand Awareness - Q4,1332.52,118296,5698,581,124,10252.14
CMP-1859,Email Promo,Product Launch - Q4,1866.94,114535,2321,125,15,1876.56
CMP-1860,Google Ads,Brand Awareness - Q1,443.21,56080,1098,97,17,898.53
CMP-1861,Meta (Facebook/IG),Brand Awareness - Q2,4447.52,870733,10655,2007,226,43635.74
CMP-1862,Google Ads,Holiday Sale - Q1,382.88,24115,924,79,21,3473.64
CMP-1863,Email Promo,Product Launch - Q3,3369.21,453208,16458,2613,413,23263.25
CMP-1864,Google Ads,Product Launch - Q1,2390.29,435762,12512,1761,414,54706.23
CMP-1865,Google Ads,Lead Gen - Q2,3520.2,214543,8190,553,143,9476.93
CMP-1866,Email Promo,Holiday Sale - Q3,413.01,28153,1266,71,8,415.97
CMP-1867,TikTok Ads,Brand Awareness - Q1,175.97,22080,923,84,12,695.46
CMP-1868,Email Promo,Brand Awareness - Q4,3280.51,639769,22176,4044,642,61135.16
CMP-1869,Google Ads,Brand Awareness - Q2,3810.32,402736,5001,374,91,14519.72
CMP-1870,Google Ads,Holiday Sale - Q3,4201.08,785038,30396,5345,1404,211289
CMP-1871,Meta (Facebook/IG),Product Launch - Q1,1814.99,197588,7650,871,167,18709.18
CMP-1872,Google Ads,Brand Awareness - Q3,238.37,23916,352,58,8,707.79
CMP-1873,Meta (Facebook/IG),Brand Awareness - Q4,2536.55,346403,5256,264,51,7037.64
CMP-1874,TikTok Ads,Brand Awareness - Q1,231.15,16725,274,29,5,776.41
CMP-1875,Meta (Facebook/IG),Product Launch - Q3,2273.33,221598,10545,1005,108,6101.81
CMP-1876,Meta (Facebook/IG),Product Launch - Q1,1183.82,135422,5029,353,43,8321.32
CMP-1877,Google Ads,Brand Awareness - Q2,3007.39,301535,5128,291,63,12354.76
CMP-1878,Email Promo,Product Launch - Q1,3231.27,271279,10928,1161,174,10685.11
CMP-1879,Email Promo,Lead Gen - Q2,3557.58,274309,3408,414,97,12962.92
CMP-1880,Google Ads,Product Launch - Q4,1305.47,175736,8541,1696,305,44897.48
CMP-1881,Email Promo,Product Launch - Q2,2983.1,410690,13547,2056,319,31259.26
CMP-1882,Meta (Facebook/IG),Lead Gen - Q3,3521.52,308328,11903,2067,257,39275.96
CMP-1883,Meta (Facebook/IG),Retargeting - Q2,827.54,71094,1365,155,16,1656.84
CMP-1884,Google Ads,Retargeting - Q1,2411.59,189381,9226,961,179,20035.36
CMP-1885,TikTok Ads,Lead Gen - Q4,1006.17,131308,2035,369,109,6711.22
CMP-1886,TikTok Ads,Lead Gen - Q3,3934.08,581748,23914,2431,534,102693.34
CMP-1887,Meta (Facebook/IG),Lead Gen - Q1,2102.55,210977,2369,251,34,6332.6
CMP-1888,TikTok Ads,Lead Gen - Q4,1863.97,269029,6643,1115,234,24619.11
CMP-1889,Email Promo,Product Launch - Q4,3355.72,176635,8618,1622,271,24087.46
CMP-1890,Email Promo,Retargeting - Q3,4762.75,864610,41313,7191,914,60143.95
CMP-1891,Meta (Facebook/IG),Lead Gen - Q1,3628.94,220663,3795,579,141,20060.34
CMP-1892,Google Ads,Retargeting - Q3,1453.48,76579,3446,503,58,4582.89
CMP-1893,Email Promo,Product Launch - Q4,1736.87,315519,4790,943,182,25864.01
CMP-1894,Meta (Facebook/IG),Holiday Sale - Q2,2385.73,243434,11716,2080,271,45007.42
CMP-1895,Email Promo,Retargeting - Q4,169.46,17696,545,86,12,1759.38
CMP-1896,Google Ads,Holiday Sale - Q4,801.59,46449,1902,244,61,3479.53
CMP-1897,Meta (Facebook/IG),Lead Gen - Q1,1010.93,76187,3752,656,159,22999.89
